tweet_id,tweet_text,sarcasm_type
1088513523024621569,yikes love being mildly threatened by customers makes my pm finish every day feel so much safer,0
916581889716183040,great to see another male billionaire making bodily autonomy that bit more difficult for millions of normal women good jobrealdonaldtrump,3
1088785243866365953,absolutely love confirming collaborations with brands for them to just stop replying to all emails afterwards,0
986280425843757056,theresa may may not be trump's poodle but is her bark worse that her bite,2
992088446616285185,i thought i'd be clever and take a shortcut home predictably i now have no idea where i am and appear to be in a mad max style wasteland,1
1090296048118046721,interesting how many people actually bother with you when you stop pouring unrequited energy into friendships / messaging first,0
804828528583864320,'tis the season to be poorly falalalalala' #christmas #illness,0
812942404387012608,thanku to zens for kicking me out on xmas eve,3
911516379555213312,appalled that fake news hid the existance of this country for so long trump names sarah palin ambassador to nambia,4
197788389133647873,just enjoyed a chicken and hair supreme thanks pizzahut,3
837001336365338624,as a blackburn fan i would have loved to seen a legend like chrissutton manage blackburn rovers,3
1089272790258208768,me: so what are you in for prisoner: murder what about you me: oh i didn't declare that i'd worked with this bra,3
816072728088346625,so trump has just called china out on twitterhow wonderful #wereallgoingtodie,3
1087850308850671616,check out this really interesting article osemerci,3
1079108052257828864,brexit plan: legalise cannabis and suddenly all the sticking points melt away,0
995584666764742656,just listened to the sarahmillican option on the bbc couch to k app slightly disappointed she didn't promise me cake if i kept running,0
1092531189439700998,talksport mike ashley made me do it,0
1086768592417378306,so prince philip gets given a brand new freelander by #landrover the next day whats the betting the lady he hit s,3
881324557461794822,bbcamerica thanks for disrupting your narrative continuity with commercial break previews #spoileralert,3
1070829539440422913,ha jokes on you jerks at nevernotfunny im going to buy both shirts and youll never have a winner for your prec,3
1085200505683480576,i like to think #trump actually thinks they are called #hamberders #mcdonaldtrump,4
247496190764146689,is anyone else reminded of the ring by breaking amish,2
855511831342968832,#ludumdare compo makes me wonder if i missed my calling as a flagellant ;),3
124937327914139648,for the record i still like the carl crawford signing #teamtheo,3
1073446852861673472,ugh im so bored maybe ill get pregnant,0
814975826974359552,oh boy i hope life keeps fucking me in the ass that would be magic,0
1059472130864082945,if you vote tomorrow i'll buy you an ice cream,4
190696267398131712,saw two black cats within minutes of each other yesterday and today is friday the th sweet,0
1015349249872101376,cults in plant city: -regulars at parksdale -strawberry farmers -jeeps -people who actually like krystal burger -,1
1035879630950019072,#roxannepallett ryan cuts his steak in half and roxanne pallett accuses him of stabbing her #cbb,1
860499136403079168,tasliimabegum best place in the world i'm telling you,0
1085037667316916224,have you tried drinking alcohol or cigarettes sarcastic,2
1091442243997700096,gregmottola and my folks said i would never amount to anything,4
1085746323226267649,loudwire is fucking aids,3
1066110168683864064,#hownottodoptengagement: when offering compensation make it a surprise dont let your #ptpartners know compensati,0
1048243511395536897,oooh you offered too much here's some points off for you twats #fourinabed,3
941422959071293441,discordapp how about a budget big mac me and a friend made thats awesome right,0
263712882355757056,wilsons how do you think you did on the midterm :p,2
1066091904176189440,brockhampton should release a watch,3
1020215538461495296,jenniegow lewishamilton years with mercedes then off to finish career at ferrari tick all the boxes,4
1081343508932448258,im confused how toys r us always has their lights on still is this the real reason they couldnt afford to stay,2
1075248073255854081,i want to quit everything and just watch tv,1
1075553748225875969,please dont eat soup in front of me is a totally valid thing to say to a person that you love,0
199836958275547136,am i a fucking car magnet or something i dare to go faster than mi/hr hit me #stupidfuckingcars,2
949680996500361216,this might be the funniest tweet of donal trump ever,3
1083447220064739328,tbh i flew my sister from baltimore to the netherlands so she could braid my hair bless,0
1083751315031891969,today was a very special day for the first time ever linkedin's #recsys showed me a job ad that was actually rel,3
1084262760647704578,hm so am i supposed to have any sort of passion for a future career or,2
938920546896670720,jurassic world trailer at am never have i been so grateful to have sleep problems,1
863659220142575616,i submitted a support ticket to neopets years ago that finally got closed today thanks for the stunning service,3
1081135146487685120,who needs sleep anyway,0
1035332727527100421,so the #transmountain gets canceled basically and notley throws a hissy fit just like trump and pulls out of carbon,3
990331188068913152,heinzketchupus heinz ketchup pasty cloying distracting like cooking spackle it covers up whatever culinary a,3
1083055468464033794,#thelieswealltellourselves i will stop playing a good game and go to bed,3
1023804215418908673,if you voluntarily use light themes for anything then you're going to be blind by,1
1079896468532723714,gw watsontv she's such a credit to you you must be so proud,3
634241908827549696,you're too ornate to have,4
1070921447491678208,i think literally anyone can be in smash now after that announcement so look out for the other four dlc announceme,4
1007886410626555904,life is good i'm still alive thanks be to horus,4
1088125094457692171,days ago it was - and today its we love global warming,0
1071689237047562240,oh great by the time we have a decent direct brain interface the hackers will be spamming us first human brain h,0
947620698750668800,stimpypvp the beard is actually a turn on,3
993638354347610117,someone teach me how to be creative,0
821746910323052545,i've been known to put stuff off but at this point potus has left himself a little more than hrs to take everyone's guns #obama #potus,3
800561902514376705,glad the president to be is watching snl instead of you know learning about how to be a president,0
730932424377409536,anthony senecal isn't that a juice more like a douche i think,3
1088409916220542977,today i am basically with the back of a year old which pretty much puts me at,1
1085249940484431872,slept in jeans last night theres no telling what i might do next,3
793550268730318850,wow arsenal making me ludogoret putting that bet on now #ars #championsleague #arslud,4
746842237129076737,srijandeep very very funny indeed,3
1071144616848699392,the best part of working as a freelance writer is the complete lack of positive reinforcement and only having peopl,3
1024473650127351808,ray perryman a great source,3
1089705751105495040,i love letting anxiety rule my life ( :,3
943315810956775424,guess they are not rich enough to get their precious cars in a garage,3
844400597650558977,apparently the morris dancers are going to train english football fans how to defend themselves and attack russian football hooligans,4
1079134465899749376,emilyreed show me the titties on a macadamia nut,4
1089671070356000768,hmm i wonder why this year old entry level position has not been filled yet truly a mystery for the ages,3
1026162821141291008,#onmyoji# i've got a new shikigami kamaitachinot bad not bad at all,0
1079471110926880768,i cant believe im watching cam lose his job,1
1091116767341101056,stoolgreenie hope it remains this way for the next week,0
782310167606026240,hermbe was a good dog,3
1023657445694926848,trans-posadaism is the only way,4
1013810568166195200,are neymar's bones made out of glass #bramex,3
348284729939869696,paula deen probably make some good food she could cook for me if she needs a new job,4
612801910014373889,might f around and name my child oosthuizen,1
1039340848624939008,imagine if my upstairs neighbors weren't constantly rolling things back and forth across their floor for hours every single night wild,3
1084631723953016838,long overdue pullout that's trump's nickname for eric,3
436233609842655232,congrats to the sr boys basketball team on a fantastic season tough loss today against a good squad we're proud of you #sjabasketball,3
928428762240204800,the back seat is the worst place for #manspreading perps get ready for my warm leg and giant bag against yours rando you may enjoy it,3
916563081412661248,reneemeyer omg yeah haha #relatable follow renee for more relatable tweets,3
994263080279429120,being a drug addict is so cool,3
936272841573617664,the polar express is the scariest horror movie,3
973302015127379969,whoever came up with the skip intro button on netflix deserves to be the new potus he will guide us into the future hes already in,1
4114271578,the road tastes like wintergreen : ),4
1077338307464519681,can't wait to get the soulja boy gaming console tomorrow,3
863840754153775104,you think jimmy john's will deliver to my graduation ceremony i'm starvin,4
1000172964518690818,dr pepper in europe has sucralose added nothing is sacred,3
1030279824579981312,lol remember when summer vacation was for stressfree rest and relaxation,0
1088298450935005184,realdonaldtrump just do it in some parking lot somewhere we all want to hear about what a great job you are doing,4
980508277275578368,i got nothing for april fools so here's some old renders of my earliest d creations from trust me i'm a,3
1086670771487997954,buffalo women's march is cancelled due to weather i can't help thinking about the tens of thousands of peopl,3
1090498299923034113,yep that's another completely authentic review from a happy customer: cc valstorm,3
1046110642028118016,i miss the old kanye,4
1088971925546766337,he didnt cave the wall is being built right now #trumpcaved,3
784573730060197889,gee only the right of center left of center care guess nobody cares f your terrible bought lying illegitimate c,0
1084484766857117696,nothings official yet but i might be the new mrs bezos,0
732979729037283328,not sure if i'm watching the new episode of silicon valley or google's #io conference,3
680977282203258880,once again my mavs victorious against those bulls have a nice trip home neil and stacey beep beep,4
1029560721523191808,i think that stupid people were put on this earth to test my anger management skills #sarcastweet,3
1084248477671002112,well at least they'll have strong bones big dairy is about to flood americas school lunches with milk - bloombe,4
1077776387262550016,cwcsonichu sweet i finally get to take a nap,4
983556034991214592,the worst part about quitting cigarettes is running into people you went to high school with at a vape shop,1
1079215176581296128,so men can't be virgins a'aight then,4
1078797725687336960,if youve never seen the tremor movies we cant be friends,0
1041984657133395969,frenching is going well except for when i get caught out forgetting a word and all that comes to mind is korean th,3
1086717639487938561,why even have dreams of your own when at the end of the day it don't matter cuz soulja boy's the one who put you on,3
1081553408899907585,#nhs crying out for #blood #donors but my nearest #available #appointment is #april #bloodmatters #blooddonor,3
1067376554693410816,plumbs do all your driver's take a course on how to #tailgate,2
1085590762534912000,i'm considering banning the word 'brexit' from my twitter timeline i'm just concerned there won't be much left but,3
766921539396571137,yodelonline great job of failing to deliver every parcel that heads to our new flat excellent work on that,3
230581998756966400,mmm milk from an abandoned bowl of cheerios in my coffee thanks kids,3
543819630843011072,staring at the contents of your fridge but never deciding what to eat is a cool way to diet,0
252192141302980609,that's milliband fucked then #ttoi,0
1051825809873199105,oh goody another feckin' royal,3
660823199559602177,cut my finger making cheese on toast #lifegoals,3
1091738884063535106,kokomothegreat all that's missing now is the 'i love beer' defence,4
751962065447882752,what a night of fights #ufc,0
821104113069031424,look at this awesome product i've just brought cool huh droidsticks,3
1086625029268389889,cap what if the other dogs pick on her what if she thinks she has been abandoned,4
1003736109363482631,oh boy psychology and english literature is my double threat i'm applying that jung all over my texts boi,3
880962292132851713,why pay to get into ministry when you can witness it live on everybody's snapchat stories,4
1070828203076476928,self care is drinking a mountain dew code red even though it makes you look like a middle schooler,0
1019671634557440000,thrush and a period what a lucky vagina,3
850303617462652928,days until christmas everyone,0
1047923525821059072,i love how the prof before our class doesnt answer questions in class so always has a huge line at the end that drags into our class time,3
1078968124253372416,rather than go shopping in york we're off shopping in wakefield as the centre is cheap tourist free and pretty de,3
975385469004460032,looked at about a dozen indyref tweets and now i wish i was dead so im real excited about the rest of,1
1068454991822798848,i've been accused by a doctor of comfort eating (which is bullsht by the way) told if i lose weight the anxiety,3
1090992343556255744,is sl the prison version of snl donaldjtrumpjr,4
1044183388800905216,with zap surveys you can make daily extra cash with guaranteed surveys check it out in the app store,3
915162123445161984,if you eat room temperature apples i dont want to know you,1
359568176842940417,oh great grass pollen rain and storms all the things that make my hayfever oh so enjoyable,0
394295505943277568,i'm so glad the clocks just went back i have this whole extra hour of insomnia to play with,0
840201830453915648,mariamakbarix i'm not religious enough lol,5
960617618246918144,i guess americans think it's ethical to just let people die when they can't afford healthcare because healthcare i,4
404008152166707200,do people put crazy loud music on at flat parties so they don't have to speak to each other,2
874063736889376769,that was amazing #usmnt,3
1090904850236428288,johnharris only,2
1003924973415788544,throat clearing isn't necessary #socialmedia,5
1091090234606059520,palace are simply awesome at getting deals done with a couple of hours left too so no worries #cpfc,3
1052697662296875009,zekejmiller ap im sure there will be a rigorous investigation that will satisfy trump there was no wrongdoing,0
930715278148866048,clearly my authority is sacrosanct in this house,0
1070773069722120192,spent all day waiting for an amazon delivery (before pm) only to be told at : that it was undeliverable an,3
1037334213446520832,thank jamessmurray for being so entertaining at the edinburgh signings you did not disappoint i made my flight s,3
652871442065956864,#aviosgoal i'm saving avios for fun,4
1028333436329709570,cincytennis serenawilliams back ready to take another l,4
1076113557861863425,shoutouts to group projects they taught me that no matter what the setting social or work i'll definitely be doi,0
806473860514254849,well shit someone broke into our car last night stuff was thrown everywhere no idea what was stolen great start to the day,0
1077627093666709505,#joinin left with non working sanitation over the chrimbo hols and for the forseeable future thanks to my caring sh,3
1091491887217893376,publicity whores,1
984039415172534273,i've spent over an hour trying to decide which font to use for a poster so i think it's fair to say i'm making som,3
557972065521659904,i go to the dentist so i don't have to go to the store and buy a toothbrush #freetoothbrushs,0
1069978434581991424,oh yay no romaine lettuce because e coli no ground beef because salmonella what century are we living in do,0
1019547419728580608,i see no reason why you would need to increase funding for higher ed in the humanities or erm wouldn'tor,0
820060534858911744,don't be too hard on them; they haven't been relevant since and could really use the money,4
398578507590402048,ide love to meet danny dyer one day shake his hand ask his opinion on cheese with fish and shout cunt as loud as possible in his ear,3
1068983956446593024,really love being told at work that i essentially might not be kept on because of not de-tagging stuff properly,3
1085885075697356800,stevetoase clearly all my issues stem from that one time it took you minutes to respond to my desperate crying it ruined my life,0
944543810410958848,jessphillips don't know who you are but you sound very stupid yours happy trot,3
1086305266352701440,there is no question buzzfeed news is a legitimate source as they are directly responsible for me being the top google result for my name,3
1072238813894885378,altairdspider playoverwatch gamestop msi course not dude overwatch are inclusive as hell,3
492709917032464385,have been in colder saunas than a northernrailorg train #northernfail,3
1068043543632060417,another shoutout to xcountrytrains for their wifi 'service' my e-mails may even load by the time i reach my desti,3
1085853589803753472,dear opponents of a second referendum you needn't be scared - the only way you'll lose is if the will of the peopl,2
782907245306740736,wow not sleeping at least once or twice a week is gr love it feels so good,0
387271887149367298,love waking up looking like quasimodo #thebellsesmeralda,0
822366793033355265,today a racist narcissistic psychopath becomes leader of the most powerful nation on earth what could possibly go wrong,2
1121326445526179840,pogba recognised for his efforts of getting mourinho sacked by getting into the pfa team of the year glad they rew,3
1141756339057770496,please can someone explain tome how a facial wash can be sonic will it hum or make noises at me seems misleadin,4
693989874139967488,nice profile pic cleverwho i like it,3
820815439328591872,romo would've blocked that kick,3
1170648903336828929,trangender people aren't real because they make me feel uncomfortable pass it on,3
1170404792310669312,lanceforman borisjohnson going well for you isn't it lance,3
1169305391404109824,benefitsnews mpiainds if bogeys are fresh it is probably nose goblins that gove assures us will not be in shortages cant wait,3
809489416356032512,i don't think tinder is the place to find someone thanks julie i'll look forward to your alternative suggestions,3
824920028684308480,dtanierla her other credentials include bartending and getting a hand-me-down tv show in the usa #keepingitreal #truecolorsfinallyshow,4
1017688977313288193,wee dunt wan forayners cumin over ere telling us wat to do tell em donald,4
1158085786690052096,seriously do people just read an intro to econ textbook and think this is what academic economists do,2
1133323396924747776,velvetsingapore who wants to work for free #choosingbeggars,4
1164639118128746498,ive had the sort of day where lying in bed in my dirty work scrubs eating dry frosties from the box seems like a legitimate life choice,0
1162043776161988610,yes by all means incite more white supremacist violence,4
1092085828938072065,and another dpd parcel delivered but not nowhere to be seen top job,3
587694671989702657,years in and my boyfriend can independently buy the right tampons i could probably train a pigeon to tap dance next,3
723446167208599552,sometimes i feel maths is the only place in this world that really accepts me numbers are my life,1
1154390818544869390,update: 'c' in leicester - apparently hannam #hottestdayoftheyear,4
958866151798222848,im more interested in the puppy bowl than i am in the super bowl,0
765876455951699968,gotta love companies that use delivery services who still give you a window of hours for their delivery not at all infuriating,0
1164181194138968071,quick put out the amazon rainforest fire so we can get back to destroying it for animal agriculture instead the f,4
955455300697579521,wireless isnt messing around this year what a lineup,3
1174681019666096128,catespice how could you defile a defenseless toilet like that you're supposed to shit in the sink like this fine,3
1147178816277815296,tallcontroller bathforeurope andrewadonis you could certainly try - but it would be hard to strip her of the ho,1
1169289727868133380,how tf am i supposed to grocery shop now,4
536988720361390080,impressive crowd at villa tonight #sarcastweet,3
1173970775113719808,is this needed it's only been years why not come up with something more original or is that too risky,2
1176176213968248832,good don't need them reproducing less is more,3
1175879983904055297,thomas cook customers (suitably bronzed) complaining about their inconvenience live from the canary islands woe is,0
1170435974310125570,the government has really lost it's mandate to govern no doubt it will call for a vote of confidence in itself how daft have we become,1
1150857318978002945,i love when high profile journalists and influencers repeat their tweets but they don't think the original did well,3
773598679156531200,in the spirit of #gbbo i've bought some french fancies #tastetest,4
925803720339795969,left work at not gonna get home until at least pm cheers metline gr one tonight,3
612018415478247425,did brian williams send thisdmorey,2
1057795952076038146,i love peasant juice,0
839516210844794880,so did marie curie invent smokey eye then #snapchat #internationalwomensday,2
1173751256126504962,hopefully the amount ive tweeted about some racist comedian id never heard of a week ago has stopped global warmi,0
643145373293395968,don't you just love spending sunday evenings watching an inspector calls for english and learning geography case studies,2
1176444007532179458,turbowagon love it when people finish a sentence with 'sad' it's so sad sad,0
1133044397455618049,damocrat aye he's the only one who vaguely resembles a decent human being,1
1173377264224018432,lol the bears are a joke no point in watching this season,0
1166941550569578497,real niggas sip a double dose of nyquil smoke some indica in a spliff then stay up til the sun rise,4
